crash_id,degree_of_crash,degree_of_crash_-_detailed,reporting_year,year_of_crash,month_of_crash,day_of_week_of_crash,two-hour_intervals,street_of_crash,street_type,distance,direction,identifying_feature,identifying_feature_type,town,route_no.,school_zone_location,school_zone_active,type_of_location,latitude,longitude,lga,urbanisation,conurbation_1,alignment,primary_permanent_feature,primary_temporary_feature,primary_hazardous_feature,street_lighting,road_surface,surface_condition,weather,natural_lighting,signals_operation,other_traffic_control,speed_limit,road_classification_(admin),rum_-_code,rum_-_description,dca_-_code,dca_-_description,dca_supplement,first_impact_type,key_tu_type,other_tu_type,no._of_traffic_units_involved,no._killed,no._seriously_injured,no._moderately_injured,no._minor-other_injured,month_num,month_label,season,day_label,time_label,time_band,is_peak_commute,is_fatal,is_injury,is_casualty
1351769,Injury,Moderate Injury,2024,2024,January,Thursday,12:00 - 13:59,CABARITA,RD,10,South,TALLOWOOD,AVE,BOGANGAR,,No,Not a school zone,T-junction,-28.339408,153.56544,Tweed,Country urban,Rest of NSW - Urban,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Local,88,Out of cont on bend,805,Out of control on bend,,Rollover,Pedal cycle,,1,0,0,1,0,1,January,Summer,Thursday,12:00 - 13:59,Midday / afternoon,False,False,True,True
1351770,Injury,Minor/Other Injury,2024,2024,April,Wednesday,14:00 - 15:59,LACHLAN,ST,0,Right on the spot,REDFERN,ST,COWRA,310.0,No,Not a school zone,T-junction,-33.833507,148.686359,Cowra,Country urban,Rest of NSW - Urban,Straight,Foot/cycle path/nature strip,,,Off,Sealed,Dry,Fine,Daylight,Nil,Give way sign,50 km/h,State,48,From footpath,408,Manov - From footway,,Other angle,Pedal cycle,4 wheel drive / SUV,2,0,0,0,1,4,April,Autumn,Wednesday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351771,Injury,Moderate Injury,2024,2024,April,Friday,08:00 - 09:59,KINGS,HWY,600,West,WEETALABAH,DR,CARWOOLA,51.0,No,Not a school zone,2-way undivided,-35.346079,149.2749,Queanbeyan-Palerang Regional,Country urban,Rest of NSW - Urban,Curved,Embankment/cutting,,,Nil,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,80 km/h,State,86,Off left/left bend,802,Off cway left bend,Left,Rollover,Light truck utility(from 2018),,1,0,0,1,0,4,April,Autumn,Friday,08:00 - 09:59,AM peak / school commute,True,False,True,True
1351774,Injury,Moderate Injury,2024,2024,April,Monday,18:00 - 19:59,SOUTH WESTERN,EXP,2000,East,HEATHCOTE ROAD,OP,MOOREBANK,6005.0,No,Not a school zone,Dual freeway,-33.947284,150.962973,Liverpool,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,100 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,4 wheel drive / SUV,4 wheel drive / SUV,2,0,0,1,0,4,April,Autumn,Monday,18:00 - 19:59,PM peak / evening commute,True,False,True,True
1351775,Injury,Minor/Other Injury,2024,2024,April,Friday,08:00 - 09:59,DIGHT,ST,0,Right on the spot,PEMBERTON,ST,ALBURY,,No,Not a school zone,T-junction,-36.076763,146.908303,Albury,Country urban,Rest of NSW - Urban,Straight,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,Give way sign,60 km/h,Local,11,Right far,102,Adj - Right-thru from left,,Right angle,Car (sedan/hatch),4 wheel drive / SUV,2,0,0,0,1,4,April,Autumn,Friday,08:00 - 09:59,AM peak / school commute,True,False,True,True
1351776,Injury,Serious Injury,2024,2024,April,Wednesday,06:00 - 07:59,ILLAROO,RD,0,Right on the spot,PAGE,AVE,NORTH NOWRA,,No,Not a school zone,Roundabout,-34.856968,150.582958,Shoalhaven,Country urban,Rest of NSW - Urban,Curved,,,,Off,Sealed,Dry,Overcast,Daylight,Nil,Give way sign,60 km/h,Local,11,Right far,102,Adj - Right-thru from left,,Right angle,Large rigid,Panel van,2,0,1,0,0,4,April,Autumn,Wednesday,06:00 - 07:59,AM peak / school commute,True,False,True,True
1351781,Injury,Moderate Injury,2024,2024,April,Saturday,04:00 - 05:59,YOUNG,ST,50,South,BOOTH,ST,ANNANDALE,,No,Not a school zone,2-way undivided,-33.881031,151.168064,Inner West,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Raining,Darkness,Nil,No traffic controls,50 km/h,Local,33,Lane sideswipe,305,Same - Lane side swipe,,Other angle,4 wheel drive / SUV,Car (sedan/hatch),3,0,0,1,0,4,April,Autumn,Saturday,04:00 - 05:59,Late night / early morning,False,False,True,True
1351785,Injury,Minor/Other Injury,2024,2024,April,Wednesday,18:00 - 19:59,HUNTER,EXP,1000,West,HART ROAD,TO,LOXFORD,6011.0,No,Not a school zone,Dual freeway,-32.794488,151.472871,Cessnock,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Overcast,Dusk,Nil,No traffic controls,110 km/h,State,3,Ped on carriageway,4,Ped - On carriageway,,Vehicle - Pedestrian,4 wheel drive / SUV,Pedestrian,2,0,0,0,1,4,April,Autumn,Wednesday,18:00 - 19:59,PM peak / evening commute,True,False,True,True
1351787,Injury,Serious Injury,2024,2024,April,Sunday,10:00 - 11:59,GREAT NORTH,RD,2000,North,MURRAYS RUN,RD,LAGUNA,181.0,No,Not a school zone,2-way undivided,-33.027667,151.13266,Cessnock,Country urban,Rest of NSW - Urban,Curved,Ditch/drain/culvert,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,80 km/h,Regional,84,Off right/left bend,802,Off cway left bend,Right,Rollover,Motorcycle,,1,0,1,0,0,4,April,Autumn,Sunday,10:00 - 11:59,Midday / afternoon,False,False,True,True
1351793,Injury,Serious Injury,2024,2024,April,Friday,00:01 - 01:59,THE COMENARRA,PKWY,350,South,RAVENHILL,RD,WEST PYMBLE,7244.0,No,Not a school zone,2-way undivided,-33.753532,151.1187,Ku-ring-gai,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,60 km/h,Regional,74,On road-out of cont.,705,Out of control on cway,,Rollover,Motorcycle,,1,0,1,0,0,4,April,Autumn,Friday,00:01 - 01:59,Late night / early morning,False,False,True,True
1351797,Injury,Serious Injury,2024,2024,April,Sunday,10:00 - 11:59,PUTTY,RD,20000,South,MILBRODALE,TN,HOWES VALLEY,503.0,No,Not a school zone,2-way undivided,-32.797743,150.89994,Singleton,Country urban,Rest of NSW - Urban,Curved,Steep grade,Previous crash,Other hazardous feature,Nil,Sealed,Wet,Overcast,Daylight,Nil,No traffic controls,80 km/h,State,88,Out of cont on bend,805,Out of control on bend,,Rollover,Motorcycle,,1,0,1,0,0,4,April,Autumn,Sunday,10:00 - 11:59,Midday / afternoon,False,False,True,True
1351799,Injury,Minor/Other Injury,2024,2024,April,Thursday,14:00 - 15:59,HOMEBUSH BAY,DR,0,Right on the spot,AUSTRALIA  AVENUE,TO,SYDNEY OLYMPIC PARK,200.0,No,Not a school zone,Divided road,-33.851575,151.080226,Parramatta,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,Off,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,80 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,4 wheel drive / SUV,Station wagon,2,0,0,0,1,4,April,Autumn,Thursday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351800,Injury,Minor/Other Injury,2024,2024,March,Thursday,20:00 - 21:59,PRINCES,HWY,0,Right on the spot,NUMBER 111,HN,KOGARAH,1.0,Yes,No,Divided road,-33.96527,151.136938,Georges River,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,60 km/h,State,4,Ped walk with,5,Ped - Walking with traffic,,Vehicle - Pedestrian,Station wagon,Pedestrian,2,0,0,0,1,3,March,Autumn,Thursday,20:00 - 21:59,Evening / night,False,False,True,True
1351806,Injury,Moderate Injury,2024,2024,April,Friday,10:00 - 11:59,GREAT WESTERN,HWY,0,Right on the spot,PRINCES,HWY,GLEBE,5.0,No,Not a school zone,T-junction,-33.884378,151.194801,Sydney,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,On,No traffic controls,50 km/h,State,32,Right rear,303,Same - Rear right,,Rear end,Motorcycle,Motorcycle,2,0,0,1,0,4,April,Autumn,Friday,10:00 - 11:59,Midday / afternoon,False,False,True,True
1351809,Injury,Serious Injury,2024,2024,April,Sunday,14:00 - 15:59,PACIFIC,HWY,1000,South,FRASER,RD,COWAN,10.0,No,Not a school zone,2-way undivided,-33.597897,151.169227,Hornsby,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,80 km/h,State,83,Off rt/rt bnd=>obj,803,Off right bend into obj,Right,Vehicle - Object,Motorcycle,,1,0,1,0,0,4,April,Autumn,Sunday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351812,Injury,Moderate Injury,2024,2024,April,Thursday,16:00 - 17:59,DINGO,TRL,100,East,ISLAND LOOP,RD,CORAMBA,,No,Not a school zone,2-way undivided,-30.168663,153.044298,Coffs Harbour,Country urban,Rest of NSW - Urban,Straight,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Local,67,Struck animal,609,On path - Hit animal,,Vehicle - Animal,Motorcycle,,1,0,0,1,0,4,April,Autumn,Thursday,16:00 - 17:59,PM peak / evening commute,True,False,True,True
1351813,Injury,Serious Injury,2024,2024,April,Sunday,18:00 - 19:59,STURT,HWY,3150,East,BORAMBOLA NORTH,RD,BORAMBOLA,14.0,No,Not a school zone,2-way undivided,-35.171075,147.640593,Wagga Wagga,Country non-urban,Rest of NSW - Rural,Straight,Driveway/entrance,,,Nil,Sealed,Dry,Fine,Dusk,Nil,No traffic controls,100 km/h,State,32,Right rear,303,Same - Rear right,,Rear end,Car (sedan/hatch),Car (sedan/hatch),2,0,1,0,0,4,April,Autumn,Sunday,18:00 - 19:59,PM peak / evening commute,True,False,True,True
1351815,Injury,Serious Injury,2024,2024,May,Thursday,08:00 - 09:59,LISMORE,RD,1200,West,BINNA BURRA,RD,NASHUA,65.0,No,Not a school zone,2-way undivided,-28.716152,153.482868,Byron,Country urban,Rest of NSW - Urban,Curved,Painted double centre lines,,,Nil,Sealed,Wet,Overcast,Daylight,Nil,No traffic controls,80 km/h,State,50,Head on (overtake),501,Ovtak - Head on,,Head-on,Car (sedan/hatch),Large rigid,2,0,1,0,0,5,May,Autumn,Thursday,08:00 - 09:59,AM peak / school commute,True,False,True,True
1351818,Injury,Serious Injury,2024,2024,April,Tuesday,12:00 - 13:59,COBBADAH,RD,13500,South,OLD BARRABA,RD,DINOGA,63.0,No,Not a school zone,2-way undivided,-29.995909,150.595355,Gwydir,Country non-urban,Rest of NSW - Rural,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,State,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,B-double (road train prior 98),,1,0,1,0,0,4,April,Autumn,Tuesday,12:00 - 13:59,Midday / afternoon,False,False,True,True
1351829,Injury,Minor/Other Injury,2024,2024,March,Sunday,04:00 - 05:59,RAMSAY,ST,0,Right on the spot,WATTLE,ST,HABERFIELD,649.0,No,Not a school zone,X-intersection,-33.874916,151.134375,Inner West,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Other bridge,,,On,Sealed,Dry,Fine,Darkness,On,No traffic controls,60 km/h,State,21,Right through,202,Opp - Right-thru,,Other angle,Light truck utility(from 2018),Car (sedan/hatch),2,0,0,0,1,3,March,Autumn,Sunday,04:00 - 05:59,Late night / early morning,False,False,True,True
1351832,Injury,Moderate Injury,2024,2024,May,Friday,14:00 - 15:59,BACK KOOTINGAL,RD,800,North,RENINDI,RD,NEMINGHA,,No,Not a school zone,2-way undivided,-31.09428,151.027648,Tamworth Regional,Country urban,Rest of NSW - Urban,Curved,Crest,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,80 km/h,Local,20,Head on,201,Opp - Head on,,Head-on,Light truck utility(from 2018),Light truck utility(from 2018),2,0,0,1,2,5,May,Autumn,Friday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351833,Injury,Serious Injury,2024,2024,May,Monday,16:00 - 17:59,DURI,RD,0,Right on the spot,KENT,ST,SOUTH TAMWORTH,130.0,No,Not a school zone,T-junction,-31.10248,150.903439,Tamworth Regional,Country urban,Rest of NSW - Urban,Straight,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,60 km/h,Regional,13,Right near,104,Adj - Right-thru from right,,Right angle,Car (sedan/hatch),Motorcycle,2,0,1,0,0,5,May,Autumn,Monday,16:00 - 17:59,PM peak / evening commute,True,False,True,True
1351834,Injury,Moderate Injury,2024,2024,April,Friday,22:00 - Midnight,LUXFORD,RD,0,Right on the spot,HYATTS,RD,OAKHURST,7161.0,No,Not a school zone,T-junction,-33.736153,150.837149,Blacktown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,On,No traffic controls,60 km/h,Regional,21,Right through,202,Opp - Right-thru,,Other angle,Car (sedan/hatch),Car (sedan/hatch),3,0,0,1,0,4,April,Autumn,Friday,22:00 - Midnight,Evening / night,False,False,True,True
1351837,Injury,Serious Injury,2024,2024,April,Thursday,06:00 - 07:59,CRESCENT,ST,100,West,WOODVILLE,RD,GRANVILLE,,No,Not a school zone,2-way undivided,-33.829145,151.003508,Cumberland,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Local,30,Rear end,301,Same - Rear end,,Rear end,Car (sedan/hatch),Large rigid,2,0,1,0,0,4,April,Autumn,Thursday,06:00 - 07:59,AM peak / school commute,True,False,True,True
1351839,Injury,Moderate Injury,2024,2024,March,Friday,18:00 - 19:59,GREAT WESTERN,HWY,0,Right on the spot,GEORGE,ST,CLYDE,5.0,No,Not a school zone,T-junction,-33.833088,151.017857,Parramatta,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,60 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Car (sedan/hatch),Motorcycle,4,0,0,1,0,3,March,Autumn,Friday,18:00 - 19:59,PM peak / evening commute,True,False,True,True
1351843,Injury,Moderate Injury,2024,2024,February,Friday,08:00 - 09:59,CONCORD,RD,0,Right on the spot,STATION,ST,CONCORD,668.0,No,Not a school zone,T-junction,-33.859266,151.092518,Canada Bay,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,60 km/h,State,14,2 right turning,105,Adj - Two right turning,,Right angle,Car (sedan/hatch),Unknown motor vehicle,2,0,0,1,0,2,February,Summer,Friday,08:00 - 09:59,AM peak / school commute,True,False,True,True
1351844,Injury,Moderate Injury,2024,2024,April,Wednesday,20:00 - 21:59,MID WESTERN,HWY,2000,West,BRADLEY,ST,GRENFELL,6.0,No,Not a school zone,2-way undivided,-33.881944,148.135434,Weddin,Country non-urban,Rest of NSW - Rural,Straight,Ditch/drain/culvert,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,100 km/h,State,70,Off road to left,701,Off carriageway to left,,Rollover,Light truck utility(from 2018),,1,0,0,2,1,4,April,Autumn,Wednesday,20:00 - 21:59,Evening / night,False,False,True,True
1351848,Injury,Moderate Injury,2024,2024,April,Friday,20:00 - 21:59,THE ESPLANADE,MS,0,Right on the spot,OAK FLATS SKIWAY PARK,ENT,OAK FLATS,,No,Not a school zone,2-way undivided,-34.555062,150.834425,Shellharbour,Wollongong met. area,Syd-Newc-Woll Gtr conurbation,Curved,Foot/cycle path/nature strip,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,50 km/h,Local,48,From footpath,408,Manov - From footway,,Other angle,Pedal cycle,Car (sedan/hatch),2,0,0,1,0,4,April,Autumn,Friday,20:00 - 21:59,Evening / night,False,False,True,True
1351851,Injury,Serious Injury,2024,2024,April,Sunday,12:00 - 13:59,WESTERN,EXP,10,East,ROPER,RD,ERSKINE PARK,629.0,No,Not a school zone,T-junction,-33.792356,150.807667,Penrith,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,On,No traffic controls,60 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Car (sedan/hatch),Car (sedan/hatch),3,0,1,0,0,4,April,Autumn,Sunday,12:00 - 13:59,Midday / afternoon,False,False,True,True
1351852,Injury,Serious Injury,2024,2024,May,Monday,18:00 - 19:59,SEXTONVILLE,RD,720,South,ELFORDS,RD,DOBIES BIGHT,,No,Not a school zone,2-way undivided,-28.821429,152.969937,Richmond Valley,Country non-urban,Rest of NSW - Rural,Curved,,,,Nil,Sealed,Wet,Overcast,Darkness,Nil,No traffic controls,100 km/h,Local,87,Off lft/lft bnd=>obj,804,Off left bend into obj,Left,Vehicle - Object,Car (sedan/hatch),,1,0,1,0,0,5,May,Autumn,Monday,18:00 - 19:59,PM peak / evening commute,True,False,True,True
1351853,Injury,Serious Injury,2024,2024,May,Wednesday,06:00 - 07:59,NEWELL,HWY,31000,North,OXLEY,HWY,DANDRY,17.0,No,Not a school zone,2-way undivided,-30.988903,149.415195,Warrumbungle,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Fine,Dawn,Nil,No traffic controls,110 km/h,State,72,Off road to right,702,Off carriageway to right,,Rollover,Light truck utility(from 2018),,1,0,1,0,0,5,May,Autumn,Wednesday,06:00 - 07:59,AM peak / school commute,True,False,True,True
1351854,Injury,Minor/Other Injury,2024,2024,May,Thursday,08:00 - 09:59,PACIFIC,HWY,200,North,CRAIGIE,AVE,KANWAL,10.0,No,Not a school zone,Divided road,-33.261507,151.483361,Central Coast,Country urban,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,70 km/h,State,2,Ped far side,3,Ped - Far side,,Vehicle - Pedestrian,Light truck,Pedestrian,2,0,0,0,1,5,May,Autumn,Thursday,08:00 - 09:59,AM peak / school commute,True,False,True,True
1351857,Injury,Serious Injury,2024,2024,March,Thursday,16:00 - 17:59,WESTERN,EXP,500,East,WALLGROVE ROAD,OP,EASTERN CREEK,6004.0,No,Not a school zone,Dual freeway,-33.798968,150.8586,Blacktown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Dusk,Nil,No traffic controls,100 km/h,State,34,Lane change right,306,Same - Lane change right,,Other angle,Motorcycle,Station wagon,2,0,1,0,0,3,March,Autumn,Thursday,16:00 - 17:59,PM peak / evening commute,True,False,True,True
1351858,Injury,Moderate Injury,2024,2024,May,Monday,14:00 - 15:59,WARRINGAH,RD,50,East,BABBAGE,RD,ROSEVILLE CHASE,328.0,No,Not a school zone,Divided road,-33.776519,151.195572,Ku-ring-gai,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,Off,Sealed,Wet,Overcast,Daylight,Nil,No traffic controls,60 km/h,State,34,Lane change right,306,Same - Lane change right,,Other angle,Large rigid,Motorcycle,2,0,0,1,0,5,May,Autumn,Monday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351859,Injury,Moderate Injury,2024,2024,May,Wednesday,18:00 - 19:59,PEMBROKE,ST,30,East,ESSEX,ST,EPPING,,No,Not a school zone,2-way undivided,-33.771832,151.086417,Parramatta,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Raining,Darkness,Nil,No traffic controls,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Car (sedan/hatch),,1,0,0,1,1,5,May,Autumn,Wednesday,18:00 - 19:59,PM peak / evening commute,True,False,True,True
1351865,Injury,Minor/Other Injury,2024,2024,May,Wednesday,14:00 - 15:59,BRAVA,AVE,0,Right on the spot,SCRIBBLY GUM,CL,SAN REMO,,Yes,No,T-junction,-33.215716,151.513668,Central Coast,Country urban,Syd-Newc-Woll Gtr conurbation,Straight,Driveway/entrance,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Local,47,Emerging from drive,406,Manov - Emerging from driveway,,Right angle,Car (sedan/hatch),Pedal cycle,2,0,0,0,1,5,May,Autumn,Wednesday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351867,Injury,Serious Injury,2024,2024,April,Wednesday,16:00 - 17:59,RAWSON,ST,0,Right on the spot,STURT,ST,SWANSEA,,No,Not a school zone,X-intersection,-33.082843,151.631431,Lake Macquarie,Newcastle met. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,Give way sign,50 km/h,Local,10,Cross traffic,101,Adj - Cross traffic,,Right angle,4 wheel drive / SUV,Car (sedan/hatch),2,0,1,1,0,4,April,Autumn,Wednesday,16:00 - 17:59,PM peak / evening commute,True,False,True,True
1351868,Injury,Moderate Injury,2024,2024,April,Saturday,08:00 - 09:59,STONEY CREEK,RD,0,Right on the spot,CROYDON,RD,KINGSGROVE,665.0,Yes,No,T-junction,-33.949665,151.102057,Georges River,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Wet,Raining,Daylight,Unknown / not stated,No traffic controls,60 km/h,State,33,Lane sideswipe,305,Same - Lane side swipe,,Other angle,Car (sedan/hatch),Unknown motor vehicle,2,0,0,1,0,4,April,Autumn,Saturday,08:00 - 09:59,AM peak / school commute,True,False,True,True
1351869,Injury,Minor/Other Injury,2024,2024,May,Sunday,14:00 - 15:59,VICTORIA,RD,0,Right on the spot,NUMBER 42,HN,PENNANT HILLS,,No,Not a school zone,2-way undivided,-33.738093,151.059009,Hornsby,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Driveway/entrance,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Local,47,Emerging from drive,406,Manov - Emerging from driveway,,Right angle,4 wheel drive / SUV,Car (sedan/hatch),2,0,0,0,1,5,May,Autumn,Sunday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351872,Injury,Minor/Other Injury,2024,2024,May,Monday,18:00 - 19:59,KOORALA ST,ST,100,East,ROSEBERRY,ST,MANLY VALE,,No,Not a school zone,2-way undivided,-33.785607,151.269253,Northern Beaches,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,Nil,Sealed,Dry,Overcast,Dusk,Nil,No traffic controls,50 km/h,Local,33,Lane sideswipe,305,Same - Lane side swipe,,Other angle,Car (sedan/hatch),Pedal cycle,2,0,0,0,1,5,May,Autumn,Monday,18:00 - 19:59,PM peak / evening commute,True,False,True,True
1351874,Injury,Serious Injury,2024,2024,April,Saturday,22:00 - Midnight,BRUSH,RD,0,Right on the spot,NUMBER 485,HN,FOUNTAINDALE,,No,Not a school zone,Unknown,-33.361527,151.41365,Central Coast,Country urban,Syd-Newc-Woll Gtr conurbation,Curved,,,,Nil,Sealed,Unknown,Unknown,Darkness,Nil,No traffic controls,60 km/h,Local,83,Off rt/rt bnd=>obj,803,Off right bend into obj,Right,Vehicle - Object,Car (sedan/hatch),,1,0,4,0,0,4,April,Autumn,Saturday,22:00 - Midnight,Evening / night,False,False,True,True
1351880,Injury,Serious Injury,2024,2024,April,Wednesday,20:00 - 21:59,WOODSTOCK,AVE,0,Right on the spot,CARLISLE,AVE,HEBERSHAM,629.0,No,Not a school zone,Roundabout,-33.756217,150.818859,Blacktown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,On,Sealed,Wet,Raining,Darkness,Nil,Give way sign,60 km/h,State,10,Cross traffic,101,Adj - Cross traffic,,Right angle,Light truck utility(from 2018),Car (sedan/hatch),2,0,1,0,0,4,April,Autumn,Wednesday,20:00 - 21:59,Evening / night,False,False,True,True
1351881,Injury,Serious Injury,2024,2024,April,Monday,08:00 - 09:59,HOLLINGSHED,ST,0,Right on the spot,LECONFIELD,RD,GRETA,,No,Not a school zone,T-junction,-32.672898,151.388543,Cessnock,Country urban,Rest of NSW - Urban,Curved,,,Potholes/corrugations/rough,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,60 km/h,Local,88,Out of cont on bend,706,Left turn,,Rollover,Motorcycle,,1,0,1,0,0,4,April,Autumn,Monday,08:00 - 09:59,AM peak / school commute,True,False,True,True
1351885,Injury,Serious Injury,2024,2024,April,Tuesday,12:00 - 13:59,CENTRAL COAST,HWY,0,Right on the spot,ADELAIDE,ST,EAST GOSFORD,30.0,No,Not a school zone,X-intersection,-33.438549,151.354147,Central Coast,Country urban,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Wet,Raining,Daylight,On,Ped crossing,60 km/h,State,0,Ped nearside,1,Ped - Near side,,Vehicle - Pedestrian,Car (sedan/hatch),Pedestrian,2,0,1,0,0,4,April,Autumn,Tuesday,12:00 - 13:59,Midday / afternoon,False,False,True,True
1351886,Injury,Serious Injury,2024,2024,April,Friday,22:00 - Midnight,RAWSON,ST,0,Right on the spot,STATION,RD,AUBURN,2069.0,No,Not a school zone,X-intersection,-33.849955,151.034631,Cumberland,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,On,No traffic controls,50 km/h,Regional,85,Off rt/lft bnd=>obj,706,Left turn,Right,Vehicle - Object,Motorcycle,,1,0,1,0,0,4,April,Autumn,Friday,22:00 - Midnight,Evening / night,False,False,True,True
1351888,Injury,Minor/Other Injury,2024,2024,May,Sunday,14:00 - 15:59,ENMORE,RD,50,North,JULIETT,ST,ENMORE,2021.0,No,Not a school zone,2-way undivided,-33.900439,151.170403,Inner West,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,60 km/h,Regional,40,U turn,304,Same - U-turn,,Other angle,Car (sedan/hatch),Pedal cycle,2,0,0,0,1,5,May,Autumn,Sunday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351889,Injury,Moderate Injury,2024,2024,April,Monday,14:00 - 15:59,PEMBROKE,RD,0,Right on the spot,REDFERN,RD,MINTO,680.0,Yes,No,X-intersection,-34.02943,150.848208,Campbelltown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,On,No traffic controls,60 km/h,State,10,Cross traffic,101,Adj - Cross traffic,,Right angle,Car (sedan/hatch),Light truck utility(from 2018),2,0,0,1,0,4,April,Autumn,Monday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351892,Injury,Moderate Injury,2024,2024,April,Friday,18:00 - 19:59,MONA,ST,500,West,CHISHOLM,RD,SOUTH GRANVILLE,7468.0,No,Not a school zone,2-way undivided,-33.847586,151.01609,Cumberland,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,50 km/h,Regional,20,Head on,201,Opp - Head on,,Head-on,4 wheel drive / SUV,Car (sedan/hatch),2,0,0,2,0,4,April,Autumn,Friday,18:00 - 19:59,PM peak / evening commute,True,False,True,True
