crash_id,degree_of_crash,degree_of_crash_-_detailed,reporting_year,year_of_crash,month_of_crash,day_of_week_of_crash,two-hour_intervals,street_of_crash,street_type,distance,direction,identifying_feature,identifying_feature_type,town,route_no.,school_zone_location,school_zone_active,type_of_location,latitude,longitude,lga,urbanisation,conurbation_1,alignment,primary_permanent_feature,primary_temporary_feature,primary_hazardous_feature,street_lighting,road_surface,surface_condition,weather,natural_lighting,signals_operation,other_traffic_control,speed_limit,road_classification_(admin),rum_-_code,rum_-_description,dca_-_code,dca_-_description,dca_supplement,first_impact_type,key_tu_type,other_tu_type,no._of_traffic_units_involved,no._killed,no._seriously_injured,no._moderately_injured,no._minor-other_injured,month_num,month_label,season,day_label,time_label,time_band,is_peak_commute,is_fatal,is_injury,is_casualty
1351893,Injury,Moderate Injury,2024,2024,February,Thursday,04:00 - 05:59,MONA VALE,RD,20,South,PORTERS,LANE,ST IVES,162.0,No,Not a school zone,Divided road,-33.730693,151.159683,Ku-ring-gai,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,60 km/h,State,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,Car (sedan/hatch),,1,0,0,1,0,2,February,Summer,Thursday,04:00 - 05:59,Late night / early morning,False,False,True,True
1351896,Injury,Serious Injury,2024,2024,April,Thursday,20:00 - 21:59,PRIMBEE,BYPA,500,North,WINDANG,RD,PRIMBEE,522.0,No,Not a school zone,Divided road,-34.506724,150.880984,Wollongong,Wollongong met. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Raining,Darkness,Nil,No traffic controls,80 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Unknown motor vehicle,Station wagon,2,0,1,0,0,4,April,Autumn,Thursday,20:00 - 21:59,Evening / night,False,False,True,True
1351900,Injury,Minor/Other Injury,2024,2024,April,Saturday,14:00 - 15:59,BILLIRIMBA,RD,1500,East,BILLIRIMBA CREEK,RD,ROCKY RIVER,,No,Not a school zone,2-way undivided,-29.179554,152.236159,Tenterfield,Country non-urban,Rest of NSW - Rural,Curved,Embankment/cutting,,,Nil,Unsealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,Local,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,Motorcycle,,1,0,0,0,1,4,April,Autumn,Saturday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351902,Injury,Moderate Injury,2024,2024,May,Thursday,08:00 - 09:59,CUMBERLAND,RD,0,Right on the spot,OLD PROSPECT,RD,GREYSTANES,,No,Not a school zone,Roundabout,-33.819082,150.948718,Cumberland,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,On,Sealed,Wet,Fine,Daylight,Nil,Give way sign,50 km/h,Local,10,Cross traffic,101,Adj - Cross traffic,,Right angle,Car (sedan/hatch),Pedal cycle,2,0,0,1,0,5,May,Autumn,Thursday,08:00 - 09:59,AM peak / school commute,True,False,True,True
1351905,Injury,Moderate Injury,2024,2024,April,Monday,00:01 - 01:59,BOTANY,RD,0,Right on the spot,GARDENERS,RD,MASCOT,170.0,Yes,No,X-intersection,-33.92146,151.196417,Sydney,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,On,No traffic controls,50 km/h,State,10,Cross traffic,101,Adj - Cross traffic,,Right angle,Passenger van,Car (sedan/hatch),2,0,0,1,0,4,April,Autumn,Monday,00:01 - 01:59,Late night / early morning,False,False,True,True
1351906,Injury,Moderate Injury,2024,2024,April,Friday,22:00 - Midnight,NEWCASTLE,EXP,500,North,PACIFIC HIGHWAY,OP,MOONEY MOONEY,6003.0,No,Not a school zone,Dual freeway,-33.52563,151.197232,Central Coast,Country non-urban,Syd-Newc-Woll Gtr conurbation,Curved,Steep grade,,,On,Sealed,Wet,Raining,Darkness,Nil,No traffic controls,110 km/h,State,33,Lane sideswipe,305,Same - Lane side swipe,,Other angle,Station wagon,4 wheel drive / SUV,4,0,0,1,0,4,April,Autumn,Friday,22:00 - Midnight,Evening / night,False,False,True,True
1351911,Injury,Serious Injury,2024,2024,May,Monday,14:00 - 15:59,RODEO,DR,0,Right on the spot,NUMBER 755,HN,TEWINGA,118.0,No,Not a school zone,2-way undivided,-30.658897,152.903152,Nambucca Valley,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,90 km/h,Regional,20,Head on,201,Opp - Head on,,Head-on,Light truck utility(from 2018),Car (sedan/hatch),2,0,1,1,0,5,May,Autumn,Monday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351913,Injury,Moderate Injury,2024,2024,February,Tuesday,16:00 - 17:59,FLATHEAD,RD,0,Right on the spot,SCHNAPPER,RD,ETTALONG BEACH,,No,Not a school zone,T-junction,-33.510437,151.342028,Central Coast,Country urban,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,Give way sign,50 km/h,Local,13,Right near,104,Adj - Right-thru from right,,Right angle,Car (sedan/hatch),4 wheel drive / SUV,2,0,0,2,0,2,February,Summer,Tuesday,16:00 - 17:59,PM peak / evening commute,True,False,True,True
1351914,Injury,Serious Injury,2024,2024,May,Monday,16:00 - 17:59,EUCHAREENA,RD,200,West,CRONGA PEAK,LANE,EUCHAREENA,,No,Not a school zone,2-way undivided,-32.935493,149.045154,Dubbo Regional,Country urban,Rest of NSW - Urban,Curved,Embankment/cutting,,,Nil,Sealed,Dry,Fine,Dusk,Nil,No traffic controls,80 km/h,Local,84,Off right/left bend,802,Off cway left bend,Right,Rollover,Light truck utility(from 2018),,1,0,1,0,0,5,May,Autumn,Monday,16:00 - 17:59,PM peak / evening commute,True,False,True,True
1351919,Injury,Serious Injury,2024,2024,April,Tuesday,14:00 - 15:59,EPPING,RD,0,Right on the spot,CENTENNIAL,AVE,LANE COVE,373.0,No,Not a school zone,X-intersection,-33.810726,151.163562,Lane Cove,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Off,No traffic controls,60 km/h,State,35,Lane change left,307,Same - Lane change left,,Other angle,Car (sedan/hatch),4 wheel drive / SUV,2,0,1,0,0,4,April,Autumn,Tuesday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351923,Injury,Serious Injury,2024,2024,May,Sunday,20:00 - 21:59,WHISTLER,ST,64,South,PINE,ST,MANLY,,No,Not a school zone,1-way street,-33.791303,151.286217,Northern Beaches,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Raining,Darkness,Nil,No traffic controls,50 km/h,Local,0,Ped nearside,1,Ped - Near side,,Vehicle - Pedestrian,Car (sedan/hatch),Pedestrian,2,0,1,0,0,5,May,Autumn,Sunday,20:00 - 21:59,Evening / night,False,False,True,True
1351924,Injury,Serious Injury,2024,2024,April,Tuesday,18:00 - 19:59,BAREKI,RD,0,Right on the spot,MOANI,ST,ELEEBANA,527.0,No,Not a school zone,T-junction,-32.997369,151.637119,Lake Macquarie,Newcastle met. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,On,Sealed,Dry,Fine,Dusk,Nil,Give way sign,60 km/h,State,13,Right near,104,Adj - Right-thru from right,,Right angle,4 wheel drive / SUV,Motorcycle,2,0,1,0,0,4,April,Autumn,Tuesday,18:00 - 19:59,PM peak / evening commute,True,False,True,True
1351925,Injury,Moderate Injury,2024,2024,May,Tuesday,10:00 - 11:59,CURRAJONG,ST,0,Right on the spot,VICTORIA,ST,PARKES,,No,Not a school zone,X-intersection,-33.131266,148.175364,Parkes,Country urban,Rest of NSW - Urban,Straight,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,Give way sign,50 km/h,Local,10,Cross traffic,101,Adj - Cross traffic,,Right angle,4 wheel drive / SUV,Car (sedan/hatch),2,0,0,2,1,5,May,Autumn,Tuesday,10:00 - 11:59,Midday / afternoon,False,False,True,True
1351931,Injury,Moderate Injury,2024,2024,April,Saturday,10:00 - 11:59,BAY,ST,0,Right on the spot,GREEK,ST,GLEBE,,No,Not a school zone,T-junction,-33.882759,151.19488,Sydney,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Foot/cycle path/nature strip,,,Off,Sealed,Dry,Fine,Daylight,Nil,Left turn only,40 km/h,Local,48,From footpath,408,Manov - From footway,,Other angle,Pedal cycle,4 wheel drive / SUV,2,0,0,1,0,4,April,Autumn,Saturday,10:00 - 11:59,Midday / afternoon,False,False,True,True
1351932,Injury,Serious Injury,2024,2024,April,Tuesday,06:00 - 07:59,DOUGLAS,ST,0,Right on the spot,HOLROYD,RD,MERRYLANDS,,Yes,No,T-junction,-33.827252,150.973657,Cumberland,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Nil,Sealed,Dry,Fine,Dawn,Nil,Give way sign,50 km/h,Local,2,Ped far side,3,Ped - Far side,,Vehicle - Pedestrian,Unknown motor vehicle,Pedestrian,2,0,1,0,0,4,April,Autumn,Tuesday,06:00 - 07:59,AM peak / school commute,True,False,True,True
1351933,Injury,Moderate Injury,2024,2024,January,Friday,18:00 - 19:59,UNNAMED,LANE,70,East,CHARLTON,ST,BELLBIRD,,No,Not a school zone,2-way undivided,-32.857133,151.314614,Cessnock,Country urban,Rest of NSW - Urban,Straight,,,,Nil,Unsealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Motorcycle,,1,0,0,1,0,1,January,Summer,Friday,18:00 - 19:59,PM peak / evening commute,True,False,True,True
1351935,Injury,Moderate Injury,2024,2024,April,Tuesday,16:00 - 17:59,LANE COVE,RD,0,Right on the spot,M2 HILLS,EXP,MACQUARIE PARK,162.0,No,Not a school zone,T-junction,-33.780958,151.132681,Ryde,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,On,Sealed,Dry,Fine,Dusk,On,No traffic controls,70 km/h,State,13,Right near,104,Adj - Right-thru from right,,Right angle,4 wheel drive / SUV,4 wheel drive / SUV,2,0,0,1,0,4,April,Autumn,Tuesday,16:00 - 17:59,PM peak / evening commute,True,False,True,True
1351937,Injury,Serious Injury,2024,2024,May,Tuesday,14:00 - 15:59,SOUTH,ST,50,North,EAST,ST,KILLARNEY VALE,,No,Not a school zone,2-way undivided,-33.366971,151.460456,Central Coast,Country urban,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Other angle,Car (sedan/hatch),Car (sedan/hatch),2,0,1,0,0,5,May,Autumn,Tuesday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351939,Injury,Serious Injury,2024,2024,May,Tuesday,14:00 - 15:59,MOSS VALE,RD,250,East,NUGENTS CREEK,RD,KANGAROO VALLEY,261.0,No,Not a school zone,2-way undivided,-34.742251,150.54898,Shoalhaven,Country urban,Rest of NSW - Urban,Straight,,,,Nil,Sealed,Wet,Fine,Daylight,Nil,No traffic controls,80 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Car (sedan/hatch),Car (sedan/hatch),3,0,1,0,0,5,May,Autumn,Tuesday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351946,Injury,Moderate Injury,2024,2024,May,Thursday,10:00 - 11:59,WARRINGAH,RD,10,West,BABBAGE,RD,ROSEVILLE CHASE,328.0,No,Not a school zone,T-junction,-33.777027,151.195364,Ku-ring-gai,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,Nil,Sealed,Dry,Overcast,Daylight,Nil,No traffic controls,60 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,4 wheel drive / SUV,4 wheel drive / SUV,2,0,0,1,0,5,May,Autumn,Thursday,10:00 - 11:59,Midday / afternoon,False,False,True,True
1351948,Injury,Serious Injury,2024,2024,April,Wednesday,00:01 - 01:59,BLAXLAND,RD,0,Right on the spot,BLAXLAND SERVICEWAY,MS,CAMPBELLTOWN,7191.0,No,Not a school zone,Roundabout,-34.054004,150.821648,Campbelltown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,Nil,Give way sign,60 km/h,Regional,74,On road-out of cont.,705,Out of control on cway,,Rollover,Car (sedan/hatch),,1,0,1,0,0,4,April,Autumn,Wednesday,00:01 - 01:59,Late night / early morning,False,False,True,True
1351950,Injury,Moderate Injury,2024,2024,May,Tuesday,16:00 - 17:59,NEWCASTLE LINK,RD,0,Right on the spot,CAMERON PARK,DR,CAMERON PARK,82.0,No,Not a school zone,X-intersection,-32.894645,151.607099,Lake Macquarie,Newcastle met. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Dusk,On,No traffic controls,80 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Car (sedan/hatch),Car (sedan/hatch),3,0,0,1,0,5,May,Autumn,Tuesday,16:00 - 17:59,PM peak / evening commute,True,False,True,True
1351951,Injury,Moderate Injury,2024,2024,April,Saturday,14:00 - 15:59,BRIDGMAN,RD,0,Right on the spot,GARDNER,CCT,SINGLETON HEIGHTS,,No,Not a school zone,T-junction,-32.541668,151.168291,Singleton,Country urban,Rest of NSW - Urban,Straight,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,Give way sign,60 km/h,Local,13,Right near,104,Adj - Right-thru from right,,Right angle,Station wagon,Car (sedan/hatch),2,0,0,1,0,4,April,Autumn,Saturday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351952,Injury,Minor/Other Injury,2024,2024,May,Wednesday,08:00 - 09:59,VICTORIA,RD,0,Right on the spot,ALMA,ST,RYDALMERE,165.0,Yes,No,T-junction,-33.8131,151.04696,Parramatta,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,70 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Large rigid,Car (sedan/hatch),2,0,0,0,1,5,May,Autumn,Wednesday,08:00 - 09:59,AM peak / school commute,True,False,True,True
1351954,Injury,Moderate Injury,2024,2024,March,Tuesday,08:00 - 09:59,BOBBIN HEAD,RD,0,Right on the spot,NAMBUCCA,ST,TURRAMURRA,366.0,No,Not a school zone,T-junction,-33.722611,151.140019,Ku-ring-gai,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,Steep grade,,,Nil,Sealed,Dry,Fine,Daylight,Nil,Give way sign,50 km/h,Regional,88,Out of cont on bend,805,Out of control on bend,,Rollover,Pedal cycle,,1,0,0,1,0,3,March,Autumn,Tuesday,08:00 - 09:59,AM peak / school commute,True,False,True,True
1351955,Injury,Serious Injury,2024,2024,April,Monday,12:00 - 13:59,PACIFIC,HWY,20,North,BROOKLYN,RD,BROOKLYN,10.0,No,Not a school zone,2-way undivided,-33.545026,151.197578,Hornsby,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,80 km/h,State,40,U turn,304,Same - U-turn,,Other angle,Car (sedan/hatch),Motorcycle,2,0,1,0,0,4,April,Autumn,Monday,12:00 - 13:59,Midday / afternoon,False,False,True,True
1351957,Injury,Serious Injury,2024,2024,May,Sunday,00:01 - 01:59,CUMBERLAND,HWY,0,Right on the spot,VISCOUNT,PL,WARWICK FARM,13.0,No,Not a school zone,T-junction,-33.907847,150.918708,Liverpool,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,On,Sealed,Wet,Raining,Darkness,On,No traffic controls,70 km/h,State,13,Right near,104,Adj - Right-thru from right,,Right angle,Car (sedan/hatch),Light truck,2,0,1,2,0,5,May,Autumn,Sunday,00:01 - 01:59,Late night / early morning,False,False,True,True
1351958,Injury,Serious Injury,2024,2024,May,Saturday,12:00 - 13:59,HAIG,AVE,0,Right on the spot,ASHCROFT,ST,GEORGES HALL,7121.0,No,Not a school zone,X-intersection,-33.91358,150.978992,Canterbury-Bankstown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Wet,Overcast,Daylight,Nil,Give way sign,50 km/h,Regional,10,Cross traffic,101,Adj - Cross traffic,,Right angle,Car (sedan/hatch),Car (sedan/hatch),2,0,1,0,0,5,May,Autumn,Saturday,12:00 - 13:59,Midday / afternoon,False,False,True,True
1351959,Injury,Moderate Injury,2024,2024,May,Wednesday,12:00 - 13:59,GWYDIR,HWY,0,Right on the spot,PACIFIC,HWY,TYNDALE,12.0,No,Not a school zone,T-junction,-29.563298,153.147124,Clarence Valley,Country urban,Rest of NSW - Urban,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,Stop sign,80 km/h,State,10,Cross traffic,101,Adj - Cross traffic,,Right angle,Light truck,Passenger van,2,0,0,1,0,5,May,Autumn,Wednesday,12:00 - 13:59,Midday / afternoon,False,False,True,True
1351962,Injury,Moderate Injury,2024,2024,May,Tuesday,22:00 - Midnight,VICTORIA,RD,100,South,WESTBOURNE,ST,DRUMMOYNE,165.0,No,Not a school zone,Divided road,-33.848112,151.152419,Canada Bay,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,On,Sealed,Wet,Raining,Darkness,Nil,No traffic controls,60 km/h,State,74,On road-out of cont.,705,Out of control on cway,,Rollover,Motorcycle,,1,0,0,1,0,5,May,Autumn,Tuesday,22:00 - Midnight,Evening / night,False,False,True,True
1351967,Injury,Moderate Injury,2024,2024,April,Wednesday,16:00 - 17:59,UNNAMED,RD,0,Right on the spot,FINNAN PARK,OT,FERODALE,,No,Not a school zone,2-way undivided,-32.769883,151.792779,Port Stephens,Country urban,Rest of NSW - Urban,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,40 km/h,Local,85,Off rt/lft bnd=>obj,804,Off left bend into obj,Right,Vehicle - Object,4 wheel drive / SUV,,1,0,0,1,1,4,April,Autumn,Wednesday,16:00 - 17:59,PM peak / evening commute,True,False,True,True
1351968,Injury,Moderate Injury,2024,2024,May,Thursday,12:00 - 13:59,PACIFIC,HWY,50,North,RAVENSWOOD,AVE,GORDON,10.0,No,Not a school zone,Divided road,-33.758283,151.153681,Ku-ring-gai,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,Off,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,60 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Large rigid,Large rigid,2,0,0,1,0,5,May,Autumn,Thursday,12:00 - 13:59,Midday / afternoon,False,False,True,True
1351969,Injury,Serious Injury,2024,2024,May,Wednesday,10:00 - 11:59,CASTLEREAGH,HWY,0,Right on the spot,NUMBER 3357,HN,DUNEDOO,18.0,No,Not a school zone,2-way undivided,-32.105832,149.478921,Warrumbungle,Country non-urban,Rest of NSW - Rural,Straight,Driveway/entrance,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Motorcycle,Motorcycle,2,0,1,0,0,5,May,Autumn,Wednesday,10:00 - 11:59,Midday / afternoon,False,False,True,True
1351970,Injury,Minor/Other Injury,2024,2024,May,Thursday,12:00 - 13:59,HAMPDEN,RD,40,North,HEREFORD,PL,SOUTH WENTWORTHVILLE,,No,Not a school zone,2-way undivided,-33.822114,150.964531,Cumberland,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Driveway/entrance,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Local,21,Right through,202,Opp - Right-thru,,Other angle,Car (sedan/hatch),Car (sedan/hatch),4,0,0,0,2,5,May,Autumn,Thursday,12:00 - 13:59,Midday / afternoon,False,False,True,True
1351971,Injury,Serious Injury,2024,2024,April,Tuesday,14:00 - 15:59,LONGUEVILLE,RD,0,Right on the spot,PHOENIX,ST,LANE COVE,373.0,No,Not a school zone,T-junction,-33.812465,151.17149,Lane Cove,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,Off,Sealed,Dry,Fine,Daylight,Nil,Give way sign,60 km/h,State,0,Ped nearside,1,Ped - Near side,,Vehicle - Pedestrian,Car (sedan/hatch),Pedestrian,2,0,1,0,0,4,April,Autumn,Tuesday,14:00 - 15:59,Midday / afternoon,False,False,True,True
1351975,Injury,Serious Injury,2024,2024,April,Sunday,08:00 - 09:59,PACIFIC,HWY,3,North,NUMBER 1296,HN,COWAN,10.0,No,Not a school zone,2-way undivided,-33.552366,151.193322,Hornsby,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,State,20,Head on,201,Opp - Head on,,Head-on,Motorcycle,Motorcycle,2,0,1,1,0,4,April,Autumn,Sunday,08:00 - 09:59,AM peak / school commute,True,False,True,True
1351976,Injury,Minor/Other Injury,2024,2024,May,Monday,10:00 - 11:59,DUFFUS,RD,600,North,SHERWOOD CREEK,RD,UPPER CORINDI,,No,Not a school zone,2-way undivided,-30.034219,153.120084,Coffs Harbour,Country non-urban,Rest of NSW - Rural,Curved,Steep grade,,,Nil,Unsealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,Local,20,Head on,201,Opp - Head on,,Head-on,Car (sedan/hatch),Car (sedan/hatch),2,0,0,0,1,5,May,Autumn,Monday,10:00 - 11:59,Midday / afternoon,False,False,True,True
1351977,Injury,Moderate Injury,2024,2024,April,Friday,12:00 - 13:59,NORTHCOTE,ST,50,East,MITCHELL,AVE,KURRI KURRI,,No,Not a school zone,2-way undivided,-32.811055,151.480598,Cessnock,Country urban,Rest of NSW - Urban,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Local,73,Off rd rght => obj,704,Right off cway into obj,,Vehicle - Object,Light truck utility(from 2018),,1,0,0,1,0,4,April,Autumn,Friday,12:00 - 13:59,Midday / afternoon,False,False,True,True
1351979,Injury,Serious Injury,2024,2024,April,Friday,20:00 - 21:59,ALBANY,ST,0,Right on the spot,WILLOUGHBY,RD,CROWS NEST,,No,Not a school zone,X-intersection,-33.823843,151.200917,North Sydney,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Raining,Darkness,On,No traffic controls,50 km/h,Local,21,Right through,202,Opp - Right-thru,,Other angle,4 wheel drive / SUV,Motor scooter,2,0,1,0,0,4,April,Autumn,Friday,20:00 - 21:59,Evening / night,False,False,True,True
1351980,Injury,Moderate Injury,2024,2024,May,Thursday,06:00 - 07:59,PACIFIC,HWY,0,Right on the spot,DUFF,ST,TURRAMURRA,10.0,No,Not a school zone,T-junction,-33.732738,151.126388,Ku-ring-gai,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,60 km/h,State,0,Ped nearside,1,Ped - Near side,,Vehicle - Pedestrian,Light truck,Pedestrian,2,0,0,1,0,5,May,Autumn,Thursday,06:00 - 07:59,AM peak / school commute,True,False,True,True
1351984,Injury,Moderate Injury,2024,2024,April,Thursday,06:00 - 07:59,BANKS,ST,0,Right on the spot,LAWES,ST,EAST MAITLAND,,No,Not a school zone,X-intersection,-32.74615,151.585724,Maitland,Country urban,Rest of NSW - Urban,Straight,Foot/cycle path/nature strip,,,Nil,Sealed,Dry,Fine,Darkness,Nil,Stop sign,50 km/h,Local,13,Right near,104,Adj - Right-thru from right,,Right angle,Car (sedan/hatch),Pedal cycle,2,0,0,1,0,4,April,Autumn,Thursday,06:00 - 07:59,AM peak / school commute,True,False,True,True
1351985,Injury,Moderate Injury,2024,2024,March,Sunday,12:00 - 13:59,MITCHELL,HWY,200,North,SUMMER HILL,LANE,LUCKNOW,7.0,No,Not a school zone,2-way undivided,-33.332638,149.153719,Orange,Country non-urban,Rest of NSW - Rural,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,State,40,U turn,304,Same - U-turn,,Other angle,Light truck utility(from 2018),4 wheel drive / SUV,2,0,0,1,0,3,March,Autumn,Sunday,12:00 - 13:59,Midday / afternoon,False,False,True,True
1351986,Injury,Moderate Injury,2024,2024,April,Saturday,06:00 - 07:59,ACACIA,ST,0,Right on the spot,FULLER,ST,COLLAROY PLATEAU,,No,Not a school zone,X-intersection,-33.725866,151.288099,Northern Beaches,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Wet,Overcast,Daylight,Nil,Give way sign,50 km/h,Local,11,Right far,102,Adj - Right-thru from left,,Right angle,Car (sedan/hatch),4 wheel drive / SUV,2,0,0,1,0,4,April,Autumn,Saturday,06:00 - 07:59,AM peak / school commute,True,False,True,True
1351988,Injury,Serious Injury,2024,2024,April,Monday,08:00 - 09:59,JAMES,ST,0,Right on the spot,SOUTH,ST,WINDALE,,No,Not a school zone,X-intersection,-32.991598,151.681946,Lake Macquarie,Newcastle met. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,60 km/h,Local,21,Right through,202,Opp - Right-thru,,Other angle,Car (sedan/hatch),Car (sedan/hatch),2,0,1,2,0,4,April,Autumn,Monday,08:00 - 09:59,AM peak / school commute,True,False,True,True
